Category,Headline,Slug,Subject/Question,Description,Linked celebrity,Seed Support,Seed Neutral,Seed Oppose
Custom Topic,Ban on animal testing,ban-on-animal-testing,Do you support Ban on animal testing?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Ban on animal testing”, then choose Support, Neutral, or Oppose.",,26,194,197
Custom Topic,Universal digital identity,universal-digital-identity,Do you support Universal digital identity?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Universal digital identity”, then choose Support, Neutral, or Oppose.",,38,126,21
Custom Topic,Global climate lockdowns,global-climate-lockdowns,Do you support Global climate lockdowns?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Global climate lockdowns”, then choose Support, Neutral, or Oppose.",,166,277,102
Custom Topic,Mandatory carbon quotas,mandatory-carbon-quotas-for-individuals,Do you support Mandatory carbon quotas for individuals?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Mandatory carbon quotas for individuals”, then choose Support, Neutral, or Oppose.",,42,131,215
Custom Topic,Gene editing for disease prevention,gene-editing-for-disease-prevention,Do you support Gene editing for disease prevention?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Gene editing for disease prevention”, then choose Support, Neutral, or Oppose.",,62,149,112
Custom Topic,Genetic enhancement of children,genetic-enhancement-of-children,Do you support Genetic enhancement of children?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Genetic enhancement of children”, then choose Support, Neutral, or Oppose.",,71,96,89
Custom Topic,Space tourism for the middle class,space-tourism-for-the-middle-class,Do you support Space tourism for the middle class?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Space tourism for the middle class”, then choose Support, Neutral, or Oppose.",,212,292,76
Custom Topic,Underwater cities,underwater-cities,Do you support Underwater cities?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Underwater cities”, then choose Support, Neutral, or Oppose.",,54,137,51
Custom Topic,Electric-only transport systems,electric-only-transport-systems,Do you support Electric-only transport systems?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Electric-only transport systems”, then choose Support, Neutral, or Oppose.",,135,268,108
Custom Topic,Global ban on fossil fuels,global-ban-on-fossil-fuels,Do you support Global ban on fossil fuels?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Global ban on fossil fuels”, then choose Support, Neutral, or Oppose.",,20,217,154
Custom Topic,Mandatory retirement ages,mandatory-retirement-ages,Do you support Mandatory retirement ages?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Mandatory retirement ages”, then choose Support, Neutral, or Oppose.",,20,61,291
Custom Topic,Cities banning private cars,cities-banning-private-cars,Do you support Cities banning private cars?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Cities banning private cars”, then choose Support, Neutral, or Oppose.",,106,271,300
Custom Topic,Universal healthcare worldwide,universal-healthcare-worldwide,Do you support Universal healthcare worldwide?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Universal healthcare worldwide”, then choose Support, Neutral, or Oppose.",,215,206,76
Custom Topic,AI-run governments,ai-run-governments,Do you support AI-run governments?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “AI-run governments”, then choose Support, Neutral, or Oppose.",,49,120,265
Custom Topic,Population control policies,population-control-policies,Do you support Population control policies?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Population control policies”, then choose Support, Neutral, or Oppose.",,24,49,139
Custom Topic,Universal free internet,universal-free-internet,Do you support Universal free internet?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Universal free internet”, then choose Support, Neutral, or Oppose.",,214,300,205
Custom Topic,Legal rights for AI entities,legal-rights-for-ai-entities,Do you support Legal rights for AI entities?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Legal rights for AI entities”, then choose Support, Neutral, or Oppose.",,130,187,171
Custom Topic,Human life expectancy over 120 yea…,human-life-expectancy-over-120-years,Do you support Human life expectancy over 120 years?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Human life expectancy over 120 years”, then choose Support, Neutral, or Oppose.",,187,286,153
Custom Topic,Robot caregivers for the elderly,robot-caregivers-for-the-elderly,Do you support Robot caregivers for the elderly?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Robot caregivers for the elderly”, then choose Support, Neutral, or Oppose.",,80,126,61
Custom Topic,Virtual reality replacing travel,virtual-reality-replacing-travel,Do you support Virtual reality replacing travel?,"This is an open-topic sentiment poll designed to capture public opinion on a broad issue. Consider the potential benefits, risks, and trade-offs linked to “Virtual reality replacing travel”, then choose Support, Neutral, or Oppose.",,121,152,124
